model_id,block_size,kv_block_bytes,transfer_only_us,overlap_total_us,dummy_compute_us,exposed_transfer_us,timed_iteration
facebook/opt-6.7b,64,1048576,215.96799790859222,151899.03259277344,149577.85034179688,2321.1822509765625,0
facebook/opt-6.7b,64,1048576,348.9280045032501,855.7760119438171,572.4160075187683,283.3600044250488,1
facebook/opt-6.7b,64,1048576,285.8240008354187,804.8639893531799,540.6720042228699,264.19198513031006,2
facebook/opt-6.7b,64,1048576,213.15200626850128,788.4799838066101,524.2879986763,264.19198513031006,3
facebook/opt-6.7b,64,1048576,3316.60795211792,809.984028339386,541.6960120201111,268.2880163192749,4
