model_id,block_size,kv_block_bytes,transfer_only_us,overlap_total_us,dummy_compute_us,exposed_transfer_us,timed_iteration,overlap_status,telemetry_ts,telemetry_tier,telemetry_provider,telemetry_status,gpu_util,gpu_mem_used_mb,sm_clock_mhz,mem_clock_mhz,power_w,pt_step_ms,pt_mem_alloc_mb,pt_mem_reserved_mb,pt_workspace_mb,nvml_available,sampling_error,acu_pct,gbu_pct,smu_pct,microscopic_telemetry_status,microscopic_error,point_id,public_status,failure_kind,failure_cause,raw_output_path
facebook/opt-125m,64,196608,203.2639980316162,184561.79809570312,184225.79956054688,335.99853515625,0,measured,2026-04-15T14:11:03Z,baseline_nvml_pt,nvidia-smi,partial,0.0,35.0,1695.0,7601.0,63.77,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,352.6720106601715,1297.4079847335815,970.7520008087158,326.6559839248657,1,measured,2026-04-15T14:11:03Z,baseline_nvml_pt,nvidia-smi,partial,0.0,35.0,1695.0,7601.0,63.77,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,262.2080147266388,704.7039866447449,405.5039882659912,299.19999837875366,2,measured,2026-04-15T14:11:03Z,baseline_nvml_pt,nvidia-smi,partial,0.0,35.0,1695.0,7601.0,63.77,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,219.29599344730377,818.1759715080261,502.78401374816895,315.3919577598572,3,measured,2026-04-15T14:11:03Z,baseline_nvml_pt,nvidia-smi,partial,0.0,35.0,1695.0,7601.0,63.77,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,223.51999580860138,692.4480199813843,388.09600472450256,304.3520152568817,4,measured,2026-04-15T14:11:03Z,baseline_nvml_pt,nvidia-smi,partial,0.0,35.0,1695.0,7601.0,63.77,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,128,393216,221.66399657726288,170430.43518066406,169858.04748535156,572.3876953125,0,measured,2026-04-15T14:11:07Z,baseline_nvml_pt,nvidia-smi,partial,2.0,35.0,1695.0,7601.0,50.75,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-128,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-128.csv
facebook/opt-125m,128,393216,299.9359965324402,1041.3440465927124,648.9920020103455,392.35204458236694,1,measured,2026-04-15T14:11:07Z,baseline_nvml_pt,nvidia-smi,partial,2.0,35.0,1695.0,7601.0,50.75,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-128,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-128.csv
facebook/opt-125m,128,393216,196.44799828529358,732.1599721908569,435.36001443862915,296.7999577522278,2,measured,2026-04-15T14:11:07Z,baseline_nvml_pt,nvidia-smi,partial,2.0,35.0,1695.0,7601.0,50.75,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-128,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-128.csv
facebook/opt-125m,128,393216,219.2319929599762,645.0240015983582,367.6159977912903,277.40800380706787,3,measured,2026-04-15T14:11:07Z,baseline_nvml_pt,nvidia-smi,partial,2.0,35.0,1695.0,7601.0,50.75,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-128,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-128.csv
facebook/opt-125m,128,393216,198.4959989786148,842.6240086555481,372.73600697517395,469.88800168037415,4,measured,2026-04-15T14:11:07Z,baseline_nvml_pt,nvidia-smi,partial,2.0,35.0,1695.0,7601.0,50.75,,,,,True,,65.0,65.0,65.0,estimated,,pcie-facebook-opt-125m-block-128,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-145452-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-128.csv
