model_id,chunk_tokens,sm_ai_partition,max_input_tokens,prefill_max_gemm_us,prefill_workspace_bytes,prefill_parked_activation_bytes,telemetry_tier,telemetry_provider,telemetry_status,nvml_available,gpu_util,gpu_mem_used_mb,sm_clock_mhz,mem_clock_mhz,power_w,pt_step_ms,pt_mem_alloc_mb,pt_mem_reserved_mb,pt_workspace_mb,acu_pct,gbu_pct,smu_pct,microscopic_telemetry_status,microscopic_error
facebook/opt-6.7b,64,8,1024,307.20001459121704,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,7.0,5.0,1695.0,7601.0,67.08,0.307200014591217,399.1953125,399.1953125,2.0,,,,unavailable,
facebook/opt-6.7b,64,16,1024,270.33600211143494,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,6.0,5.0,1695.0,7601.0,68.13999999999999,0.2703360021114349,399.1953125,399.1953125,2.0,,,,unavailable,
facebook/opt-6.7b,64,24,1024,270.24000883102417,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,5.0,5.0,1695.0,7601.0,68.40000000000002,0.2702400088310241,399.1953125,399.1953125,2.0,,,,unavailable,
facebook/opt-6.7b,64,32,1024,271.36000990867615,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,7601.0,68.59000000000002,0.2713600099086761,399.1953125,399.1953125,2.0,,,,unavailable,
facebook/opt-6.7b,128,8,1024,296.9599962234497,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,8001.0,69.77,0.2969599962234497,405.1953125,405.1953125,4.0,,,,unavailable,
facebook/opt-6.7b,128,16,1024,297.9840040206909,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,8001.0,70.02,0.2979840040206909,405.1953125,405.1953125,4.0,,,,unavailable,
facebook/opt-6.7b,128,24,1024,296.9599962234497,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,7601.0,69.84999999999998,0.2969599962234497,405.1953125,405.1953125,4.0,,,,unavailable,
facebook/opt-6.7b,128,32,1024,304.1279911994934,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,4.0,5.0,1695.0,8001.0,70.44999999999999,0.3041279911994934,405.1953125,405.1953125,4.0,,,,unavailable,
facebook/opt-6.7b,256,8,1024,547.8399991989136,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,8001.0,71.69999999999999,0.5478399991989136,417.1953125,417.1953125,8.0,,,,unavailable,
facebook/opt-6.7b,256,16,1024,546.9120144844055,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,7601.0,71.46,0.5469120144844055,417.1953125,417.1953125,8.0,,,,unavailable,
facebook/opt-6.7b,256,24,1024,545.7919836044312,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,23.0,5.0,1695.0,7601.0,71.61999999999999,0.5457919836044312,417.1953125,417.1953125,8.0,,,,unavailable,
facebook/opt-6.7b,256,32,1024,546.783983707428,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,1.0,5.0,1695.0,7601.0,71.59000000000002,0.546783983707428,417.1953125,417.1953125,8.0,,,,unavailable,
facebook/opt-6.7b,512,8,1024,822.272002696991,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,7601.0,68.54,0.822272002696991,441.1953125,441.1953125,16.0,,,,unavailable,
facebook/opt-6.7b,512,16,1024,829.4399976730347,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,1.0,5.0,1695.0,7601.0,68.51000000000002,0.8294399976730347,441.1953125,441.1953125,16.0,,,,unavailable,
facebook/opt-6.7b,512,24,1024,828.2880187034607,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,6.0,5.0,1695.0,7601.0,69.06,0.8282880187034607,441.1953125,441.1953125,16.0,,,,unavailable,
facebook/opt-6.7b,512,32,1024,826.1119723320007,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,6.0,5.0,1695.0,7601.0,69.21999999999998,0.8261119723320007,441.1953125,441.1953125,16.0,,,,unavailable,
facebook/opt-6.7b,1024,8,1024,1795.0719594955444,33554432,33554432,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,8001.0,74.98999999999998,1.7950719594955444,489.1953125,489.1953125,32.0,,,,unavailable,
facebook/opt-6.7b,1024,16,1024,1635.3280544281006,33554432,33554432,baseline_nvml_pt,nvidia-smi,ok,True,39.0,5.0,1695.0,7601.0,74.23,1.6353280544281006,489.1953125,489.1953125,32.0,,,,unavailable,
facebook/opt-6.7b,1024,24,1024,1654.6560525894165,33554432,33554432,baseline_nvml_pt,nvidia-smi,ok,True,48.0,5.0,1695.0,7601.0,74.58,1.6546560525894165,489.1953125,489.1953125,32.0,,,,unavailable,
facebook/opt-6.7b,1024,32,1024,1638.399958610535,33554432,33554432,baseline_nvml_pt,nvidia-smi,ok,True,0.0,5.0,1695.0,8001.0,74.61999999999999,1.638399958610535,489.1953125,489.1953125,32.0,,,,unavailable,
