model_id,block_size,kv_block_bytes,transfer_only_us,overlap_total_us,dummy_compute_us,exposed_transfer_us,timed_iteration
facebook/opt-350m,128,524288,382.4000060558319,147339.14184570312,146961.41052246094,377.7313232421875,0
facebook/opt-350m,128,524288,536.9920134544373,752.6400089263916,412.6720130443573,339.9679958820343,1
facebook/opt-350m,128,524288,396.5440094470978,700.4160284996033,371.7760145664215,328.64001393318176,2
facebook/opt-350m,128,524288,424.83198642730713,676.8640279769897,342.1120047569275,334.75202322006226,3
facebook/opt-350m,128,524288,396.92801237106323,695.5199837684631,351.26399993896484,344.2559838294983,4
