model_id,chunk_tokens,op_type,op_name,sm_ai_partition,timed_iteration,duration_us,baseline_vram_bytes,peak_vram_bytes,dynamic_workspace_bytes,output_bytes
facebook/opt-350m,512,gemm,q_proj,8,0,193.34399700164795,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,k_proj,8,0,1462.272047996521,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,v_proj,8,0,110.59200018644333,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,out_proj,8,0,102.39999741315842,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,fc1,8,0,122.8799968957901,43141120,47335424,4194304,4194304
facebook/opt-350m,512,gemm,fc2,8,0,125.95200538635254,43141120,44189696,1048576,1048576
facebook/opt-350m,512,attention,attention,8,0,92.16000139713287,43141120,44223488,1082368,1048576
facebook/opt-350m,512,gemm,q_proj,8,1,87.0399996638298,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,k_proj,8,1,81.91999793052673,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,v_proj,8,1,76.80000364780426,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,out_proj,8,1,74.75200295448303,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,fc1,8,1,113.66400122642517,43141120,47335424,4194304,4194304
facebook/opt-350m,512,gemm,fc2,8,1,119.80800330638885,43141120,44189696,1048576,1048576
facebook/opt-350m,512,attention,attention,8,1,71.6480016708374,43141120,44223488,1082368,1048576
facebook/opt-350m,512,gemm,q_proj,8,2,81.7599967122078,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,k_proj,8,2,100.38399696350098,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,v_proj,8,2,82.84799754619598,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,out_proj,8,2,77.82399654388428,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,fc1,8,2,118.78400295972824,43141120,47335424,4194304,4194304
facebook/opt-350m,512,gemm,fc2,8,2,120.83200365304947,43141120,44189696,1048576,1048576
facebook/opt-350m,512,attention,attention,8,2,81.91999793052673,43141120,44223488,1082368,1048576
facebook/opt-350m,512,gemm,q_proj,8,3,87.0399996638298,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,k_proj,8,3,74.75200295448303,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,v_proj,8,3,72.89600372314453,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,out_proj,8,3,80.89599758386612,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,fc1,8,3,102.62399911880493,43141120,47335424,4194304,4194304
facebook/opt-350m,512,gemm,fc2,8,3,115.7120019197464,43141120,44189696,1048576,1048576
facebook/opt-350m,512,attention,attention,8,3,66.56000018119812,43141120,44223488,1082368,1048576
facebook/opt-350m,512,gemm,q_proj,8,4,75.77600330114365,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,k_proj,8,4,71.68000191450119,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,v_proj,8,4,79.8719972372055,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,out_proj,8,4,72.7040022611618,43141120,44189696,1048576,1048576
facebook/opt-350m,512,gemm,fc1,8,4,99.32799637317657,43141120,47335424,4194304,4194304
facebook/opt-350m,512,gemm,fc2,8,4,115.7120019197464,43141120,44189696,1048576,1048576
facebook/opt-350m,512,attention,attention,8,4,66.56000018119812,43141120,44223488,1082368,1048576
