model_id,chunk_tokens,sm_ai_partition,max_input_tokens,prefill_max_gemm_us,prefill_workspace_bytes,prefill_parked_activation_bytes,telemetry_tier,telemetry_provider,telemetry_status,nvml_available,gpu_util,gpu_mem_used_mb,sm_clock_mhz,mem_clock_mhz,power_w,pt_step_ms,pt_mem_alloc_mb,pt_mem_reserved_mb,pt_workspace_mb,acu_pct,gbu_pct,smu_pct,microscopic_telemetry_status,microscopic_error
facebook/opt-1.3b,64,8,1024,107.51999914646149,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,7.0,2538.0,1695.0,7601.0,71.19999999999999,0.1075199991464614,108.16015625,108.16015625,1.0,79.0,62.5,67.5,estimated,
facebook/opt-1.3b,64,16,1024,101.21600329875946,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,0.0,2538.0,1695.0,7601.0,71.07000000000001,0.1012160032987594,108.16015625,108.16015625,1.0,86.0,57.00000000000001,75.0,estimated,
facebook/opt-1.3b,64,24,1024,100.41599720716476,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,3.0,2538.0,1695.0,7601.0,71.58,0.1004159972071647,108.16015625,108.16015625,1.0,93.0,51.5,82.5,estimated,
facebook/opt-1.3b,64,32,1024,100.3519967198372,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,4.0,2536.0,1695.0,7601.0,71.05000000000001,0.1003519967198371,108.16015625,108.16015625,1.0,100.0,46.0,89.99999999999999,estimated,
facebook/opt-1.3b,128,8,1024,120.60800194740295,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,0.0,2538.0,1695.0,7601.0,71.42,0.1206080019474029,111.16015625,111.16015625,2.0,79.0,62.5,67.5,estimated,
facebook/opt-1.3b,128,16,1024,114.68800157308578,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,7.0,2538.0,1695.0,7601.0,71.09999999999998,0.1146880015730857,111.16015625,111.16015625,2.0,86.0,57.00000000000001,75.0,estimated,
facebook/opt-1.3b,128,24,1024,120.83200365304948,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,0.0,2538.0,1695.0,7601.0,70.59000000000002,0.1208320036530494,111.16015625,111.16015625,2.0,93.0,51.5,82.5,estimated,
facebook/opt-1.3b,128,32,1024,114.68800157308578,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,3.0,2536.0,1695.0,7601.0,70.63999999999999,0.1146880015730857,111.16015625,111.16015625,2.0,100.0,46.0,89.99999999999999,estimated,
facebook/opt-1.3b,256,8,1024,191.39200448989868,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,0.0,2538.0,1695.0,7601.0,71.53000000000002,0.1913920044898986,117.16015625,117.16015625,4.0,79.0,62.5,67.5,estimated,
facebook/opt-1.3b,256,16,1024,2035.7120037078853,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,6.0,2538.0,1695.0,7601.0,71.11999999999999,2.0357120037078857,117.16015625,117.16015625,4.0,86.0,57.00000000000001,75.0,estimated,
facebook/opt-1.3b,256,24,1024,200.6399929523468,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,3.0,2538.0,1695.0,7601.0,71.0,0.2006399929523468,117.16015625,117.16015625,4.0,93.0,51.5,82.5,estimated,
facebook/opt-1.3b,256,32,1024,178.9119988679886,4194304,4194304,baseline_nvml_pt,nvidia-smi,ok,True,1.0,2538.0,1695.0,7601.0,70.98,0.1789119988679886,117.16015625,117.16015625,4.0,100.0,46.0,89.99999999999999,estimated,
facebook/opt-1.3b,512,8,1024,265.21599292755127,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,8.0,2568.0,1695.0,7601.0,65.23,0.2652159929275512,129.16015625,129.16015625,8.0,79.0,62.5,67.5,estimated,
facebook/opt-1.3b,512,16,1024,267.0080065727234,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,2.0,2568.0,1695.0,7601.0,66.02,0.2670080065727234,129.16015625,129.16015625,8.0,86.0,57.00000000000001,75.0,estimated,
facebook/opt-1.3b,512,24,1024,277.50399708747864,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,0.0,2568.0,1695.0,7601.0,66.13999999999999,0.2775039970874786,129.16015625,129.16015625,8.0,93.0,51.5,82.5,estimated,
facebook/opt-1.3b,512,32,1024,279.55201268196106,8388608,8388608,baseline_nvml_pt,nvidia-smi,ok,True,0.0,2568.0,1695.0,7601.0,66.61000000000001,0.279552012681961,129.16015625,129.16015625,8.0,100.0,46.0,89.99999999999999,estimated,
facebook/opt-1.3b,1024,8,1024,438.27199935913086,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,13.0,2568.0,1695.0,7601.0,68.52,0.4382719993591308,153.16015625,153.16015625,16.0,79.0,62.5,67.5,estimated,
facebook/opt-1.3b,1024,16,1024,432.1280121803284,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,2.0,2568.0,1695.0,7601.0,68.67999999999999,0.4321280121803283,153.16015625,153.16015625,16.0,86.0,57.00000000000001,75.0,estimated,
facebook/opt-1.3b,1024,24,1024,433.1519901752472,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,15.0,2568.0,1695.0,7601.0,69.13000000000001,0.4331519901752472,153.16015625,153.16015625,16.0,93.0,51.5,82.5,estimated,
facebook/opt-1.3b,1024,32,1024,433.1519901752472,16777216,16777216,baseline_nvml_pt,nvidia-smi,ok,True,0.0,2568.0,1695.0,7601.0,69.46,0.4331519901752472,153.16015625,153.16015625,16.0,100.0,46.0,89.99999999999999,estimated,
