model_id,sm_ai_partition,num_hidden_layers,hidden_size,num_attention_heads,ffn_dim,layer_index,layer_weight_bytes,total_weight_bytes_fp16,vram_ceiling_bytes
facebook/opt-2.7b,100,32,2560,32,10240,15,157352960,5303193600,15170115993
