model_id,block_size,kv_block_bytes,transfer_only_us,overlap_total_us,dummy_compute_us,exposed_transfer_us,effective_gbps,overlap_status,telemetry_tier,telemetry_provider,telemetry_status,nvml_available,gpu_util,gpu_mem_used_mb,sm_clock_mhz,mem_clock_mhz,power_w,pt_step_ms,pt_mem_alloc_mb,pt_mem_reserved_mb,pt_workspace_mb,acu_pct,gbu_pct,smu_pct,microscopic_telemetry_status,microscopic_error
facebook/opt-2.7b,512,5242880,7098.003125190735,65574.3339061737,63589.657282829285,1984.6766233444214,0.7386415457317955,measured,baseline_nvml_pt,nvidia-smi,partial,True,0.0,55.0,1695.0,8001.0,61.86999999999999,,,,,65.0,65.0,65.0,estimated,
facebook/opt-2.7b,1024,10485760,2690.9760236740112,35388.46654891968,34903.24503183365,485.22151708602905,3.8966382114708353,measured,baseline_nvml_pt,nvidia-smi,partial,True,0.0,55.0,1695.0,7601.0,61.77,,,,,65.0,65.0,65.0,estimated,
