model_id,chunk_tokens,sequence_length,num_hidden_layers,hidden_size,num_attention_heads,ffn_dim,layer_index,layer_weight_bytes,total_weight_bytes_fp16,total_memory_bytes,vram_ceiling_bytes,kv_bytes_per_token_all_layers,prefill_max_gemm_us,prefill_workspace_bytes,prefill_parked_activation_bytes,decode_max_gemv_us,attention_fetch_compute_us,reduction_overhead_us,decode_workspace_bytes,decode_parked_activation_bytes,pcie_exposed_us
facebook/opt-125m,64,1024,12,768,12,3072,5,14175744,250478592,25283526655,15170115993,36864,125.791996717453,393216,393216,145.4080045223236,1903.385591506958,766.1888003349304,45056,1536,351.41115784645444
