model_id,chunk_tokens,sequence_length,weight_bytes,vram_ceiling_bytes,prefill_max_gemm_us,prefill_workspace_bytes,prefill_parked_activation_bytes,decode_max_gemv_us,attention_fetch_compute_us,reduction_overhead_us,pcie_exposed_us,survival_vram_bytes,decode_runway_bytes,decode_runway_tokens,ttft_ms,tpot_ms_vram,tpot_ms_pcie_async,trace_sha256,status
facebook/opt-125m,64,1024,250478592,15170115993,125.791996717453,393216,393216,145.4080045223236,1903.385591506958,766.1888003349304,351.41115784645444,14918850969,14919590809,404719,,,,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,prefill_trace_fit_failed
