point_id,model_id,public_status,failure_kind,failure_cause,timed_out,exit_code,raw_output_path,raw_row_count,stdout_log_path,stderr_log_path,block_size
pcie-facebook-opt-125m-block-64,facebook/opt-125m,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-64.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-64.stderr.log,64
pcie-facebook-opt-125m-block-128,facebook/opt-125m,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-128.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-128.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-128.stderr.log,128
pcie-facebook-opt-125m-block-256,facebook/opt-125m,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-256.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-256.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-256.stderr.log,256
pcie-facebook-opt-125m-block-512,facebook/opt-125m,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-512.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-512.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-512.stderr.log,512
pcie-facebook-opt-125m-block-1024,facebook/opt-125m,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/raw/points/pcie/pcie-facebook-opt-125m-block-1024.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-1024.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-rerun-20260415-020401-g0-opt125m/logs/pcie-facebook-opt-125m-block-1024.stderr.log,1024
