model_id,block_size,kv_block_bytes,transfer_only_us,overlap_total_us,dummy_compute_us,exposed_transfer_us,timed_iteration,point_id,public_status,failure_kind,failure_cause,raw_output_path
facebook/opt-125m,64,196608,250.91201066970825,94761.9857788086,94413.82598876953,348.1597900390625,0,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/local-smoke-20260410-04/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,424.703985452652,727.0399928092957,414.71999883651733,312.3199939727783,1,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/local-smoke-20260410-04/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,261.7279887199402,686.0799789428711,372.73600697517395,313.34397196769714,2,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/local-smoke-20260410-04/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,260.0640058517456,653.2480120658875,353.2800078392029,299.96800422668457,3,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/local-smoke-20260410-04/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
facebook/opt-125m,64,196608,258.8160037994385,825.3440260887146,342.0799970626831,483.2640290260315,4,pcie-facebook-opt-125m-block-64,success,,,/mnt/data/dheeraj/dicertation/inference-profile/runs/local-smoke-20260410-04/raw/points/pcie/pcie-facebook-opt-125m-block-64.csv
