model_id,chunk_tokens,op_type,op_name,sm_ai_partition,timed_iteration,duration_us,baseline_vram_bytes,peak_vram_bytes,dynamic_workspace_bytes,output_bytes
facebook/opt-125m,64,gemm,q_proj,24,0,112.57600039243698,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,k_proj,24,0,90.11200070381165,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,v_proj,24,0,74.94399696588516,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,out_proj,24,0,77.82399654388428,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,fc1,24,0,66.59200042486191,24524288,24917504,393216,393216
facebook/opt-125m,64,gemm,fc2,24,0,68.80000233650208,24524288,24622592,98304,98304
facebook/opt-125m,64,attention,attention,24,0,54.27199974656105,24524288,24626688,102400,98304
facebook/opt-125m,64,gemm,q_proj,24,1,73.72800260782242,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,k_proj,24,1,73.72800260782242,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,v_proj,24,1,69.5360004901886,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,out_proj,24,1,67.58400052785873,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,fc1,24,1,63.48799914121628,24524288,24917504,393216,393216
facebook/opt-125m,64,gemm,fc2,24,1,64.67200070619583,24524288,24622592,98304,98304
facebook/opt-125m,64,attention,attention,24,1,52.22399905323982,24524288,24626688,102400,98304
facebook/opt-125m,64,gemm,q_proj,24,2,72.60800153017044,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,k_proj,24,2,68.60800087451935,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,v_proj,24,2,76.80000364780426,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,out_proj,24,2,68.80000233650208,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,fc1,24,2,64.51199948787689,24524288,24917504,393216,393216
facebook/opt-125m,64,gemm,fc2,24,2,66.56000018119812,24524288,24622592,98304,98304
facebook/opt-125m,64,attention,attention,24,2,52.22399905323982,24524288,24626688,102400,98304
facebook/opt-125m,64,gemm,q_proj,24,3,71.68000191450119,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,k_proj,24,3,66.56000018119812,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,v_proj,24,3,66.46399945020676,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,out_proj,24,3,73.98399710655212,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,fc1,24,3,63.48799914121628,24524288,24917504,393216,393216
facebook/opt-125m,64,gemm,fc2,24,3,65.60000032186508,24524288,24622592,98304,98304
facebook/opt-125m,64,attention,attention,24,3,51.96800082921982,24524288,24626688,102400,98304
facebook/opt-125m,64,gemm,q_proj,24,4,71.71200215816498,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,k_proj,24,4,65.76000154018402,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,v_proj,24,4,66.59200042486191,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,out_proj,24,4,67.58400052785873,24524288,24622592,98304,98304
facebook/opt-125m,64,gemm,fc1,24,4,61.63199990987778,24524288,24917504,393216,393216
facebook/opt-125m,64,gemm,fc2,24,4,63.19999694824219,24524288,24622592,98304,98304
facebook/opt-125m,64,attention,attention,24,4,51.19999870657921,24524288,24626688,102400,98304
