time_ms,sm_utilization,slot_duration_ms,source_schema,sm_count
106700790.566894,0,56.5717370063066,schema_b,8
106700847.138631,0,57.3932259976864,schema_b,8
106700904.531857,0,37.9394939988852,schema_b,8
106700942.471351,0,42.3084110021591,schema_b,8
106700984.779762,0,52.679093003273,schema_b,8
106701037.458855,0,52.036691993475,schema_b,8
106701089.495547,0,48.0638400018215,schema_b,8
106701137.559387,0,54.6267590075731,schema_b,8
106701192.186146,0,36.107587993145,schema_b,8
106701228.293734,0,45.1482540071011,schema_b,8
106701273.441988,0,56.3088079988956,schema_b,8
106701329.750796,0,58.1476429998875,schema_b,8
106701387.898439,0,59.0338670015335,schema_b,8
106701446.932306,0,55.546183988452,schema_b,8
106701502.47849,0,62.802575007081,schema_b,8
106701565.281065,0,57.7286179959774,schema_b,8
106701623.009683,0,57.5727619975805,schema_b,8
106701680.582445,0,55.0219110101461,schema_b,8
106701735.604356,0,52.843573987484,schema_b,8
106701788.44793,0,55.2473830133677,schema_b,8
106701843.695313,0,59.0490029901266,schema_b,8
106701902.744316,0,44.8855009973049,schema_b,8
106701947.629817,0,55.0488880127668,schema_b,8
106702002.678705,0,59.9691159874201,schema_b,8
106702062.647821,0,58.8759790062904,schema_b,8
106702121.5238,0,55.4604880064726,schema_b,8
106702176.984288,0,43.5893559902906,schema_b,8
106702220.573644,0,45.3884450048208,schema_b,8
106702265.962089,0,60.7031649947166,schema_b,8
106702326.665254,0,61.152621999383,schema_b,8
106702387.817876,0,48.0297280102968,schema_b,8
106702435.847604,0,58.6657389998436,schema_b,8
106702494.513343,0,56.5622489899397,schema_b,8
106702551.075592,0,54.3142940104008,schema_b,8
106702605.389886,0,51.2462119907141,schema_b,8
106702656.636098,0,38.7271109968424,schema_b,8
106702695.363209,0,55.5370310097933,schema_b,8
106702750.90024,0,48.002832993865,schema_b,8
106702798.903073,0,56.4311120063066,schema_b,8
106702855.334185,0,55.4082319885492,schema_b,8
106702910.742417,0,46.676671013236,schema_b,8
106702957.419088,0,41.3005849868059,schema_b,8
106702998.719673,0,48.1538410037756,schema_b,8
106703046.873514,0,57.563449010253,schema_b,8
106703104.436963,0,60.8979659974575,schema_b,8
106703165.334929,0,58.6558019965887,schema_b,8
106703223.990731,0,57.1235300004482,schema_b,8
106703281.114261,0,65.5531699955463,schema_b,8
106703346.667431,0,57.6594489961863,schema_b,8
106703404.32688,0,59.5581880062819,schema_b,8
106703463.885068,0,56.0122800022364,schema_b,8
106703519.897348,0,58.0779149979353,schema_b,8
106703577.975263,0,58.39492200315,schema_b,8
106703636.370185,0,77.1012939959764,schema_b,8
106703713.471479,0,84.710292994976,schema_b,8
106703798.181772,0,73.7468740046024,schema_b,8
106703871.928646,0,56.4302010089159,schema_b,8
106703928.358847,0,55.0008229911327,schema_b,8
106703983.35967,0,48.5959360003471,schema_b,8
106704031.955606,0,51.9391890019178,schema_b,8
106704083.894795,0,38.3920540064573,schema_b,8
106704122.286849,0,36.1062439978123,schema_b,8
106704158.393093,0,36.2608369886875,schema_b,8
106704194.65393,0,41.4722330123186,schema_b,8
106704236.126163,0,47.7510239928961,schema_b,8
106704283.877187,0,58.9865390062332,schema_b,8
106704342.863726,0,61.0352459996939,schema_b,8
106704403.898972,0,73.7040899991989,schema_b,8
106704477.603062,0,74.5337059944868,schema_b,8
106704552.136768,0,75.664268001914,schema_b,8
106704627.801036,0,78.3100470006466,schema_b,8
106704706.111083,0,76.2966520041227,schema_b,8
106704782.407735,0,69.8542789965868,schema_b,8
106704852.262014,0,71.1286469995975,schema_b,8
106704923.390661,0,74.2930179983377,schema_b,8
106704997.683679,0,74.3981710076332,schema_b,8
106705072.08185,0,77.8809739947319,schema_b,8
106705149.962824,0,2151.58869999647,schema_b,8
106707301.551524,0,3.20742800831795,schema_b,8
106707304.758952,0,3.21859499812126,schema_b,8
106707307.977547,0,27.475210994482,schema_b,8
106707335.452758,0,14.6586869955063,schema_b,8
106707350.111445,0,3.77605199813843,schema_b,8
106707353.887497,0,3.14051499962807,schema_b,8
106707357.028012,0,4.34883600473404,schema_b,8
106707361.376848,0,22.3113989979029,schema_b,8
106707383.688247,0,14.9864149987698,schema_b,8
106707398.674662,0,3.26224300265312,schema_b,8
106707401.936905,0,4.72320500016212,schema_b,8
106707406.66011,0,3.60043500363827,schema_b,8
106707410.260545,0,20.9545650035143,schema_b,8
106707431.21511,0,3.39789199829102,schema_b,8
106707434.613002,0,3.72416299581528,schema_b,8
106707438.337165,0,4.45827700197697,schema_b,8
106707442.795442,0,15.0284949988127,schema_b,8
106707457.823937,0,4.5656850039959,schema_b,8
106707462.389622,0,17.9376019984484,schema_b,8
106707480.327224,0,3.91473899781704,schema_b,8
106707484.241963,0,3.86806799471378,schema_b,8
106707488.110031,0,6.81663100421429,schema_b,8
106707494.926662,0,4.45778100192547,schema_b,8
106707499.384443,0,15.2954069972038,schema_b,8
106707514.67985,0,3.98595599830151,schema_b,8
106707518.665806,0,3.53254701197147,schema_b,8
106707522.198353,0,13.4200779944658,schema_b,8
106707535.618431,0,11.4585389941931,schema_b,8
106707547.07697,0,3.35986000299454,schema_b,8
106707550.43683,0,6.74586200714111,schema_b,8
106707557.182692,0,3.51185999810696,schema_b,8
106707560.694552,0,46.8906229883432,schema_b,8
106707607.585175,0,30.0092780143023,schema_b,8
106707637.594453,0,44.7078369855881,schema_b,8
106707682.30229,0,31.4929430037737,schema_b,8
106707713.795233,0,45.8838540017605,schema_b,8
106707759.679087,0,29.3436139971018,schema_b,8
106707789.022701,0,43.0370510071516,schema_b,8
106707832.059752,0,29.6806849986315,schema_b,8
106707861.740437,0,46.6262869983912,schema_b,8
106707908.366724,0,29.0041889995337,schema_b,8
106707937.370913,0,41.415977999568,schema_b,8
106707978.786891,0,25.5631290078163,schema_b,8
106708004.35002,0,46.8659669905901,schema_b,8
106708051.215987,0,30.6374550014734,schema_b,8
106708081.853442,0,44.824956998229,schema_b,8
106708126.678399,0,26.9551950097084,schema_b,8
106708153.633594,0,50.3003539890051,schema_b,8
106708203.933948,0,31.3709589987993,schema_b,8
106708235.304907,0,42.3714670091867,schema_b,8
106708277.676374,0,28.2873239964247,schema_b,8
106708305.963698,0,50.2932820022106,schema_b,8
106708356.25698,0,30.4354390054941,schema_b,8
106708386.692419,0,50.4192499965429,schema_b,8
106708437.111669,0,29.7881579995155,schema_b,8
106708466.899827,0,45.2887979894876,schema_b,8
106708512.188625,0,29.5699010044336,schema_b,8
106708541.758526,0,44.9376450031996,schema_b,8
106708586.696171,0,30.413791000843,schema_b,8
106708617.109962,0,46.0045100003481,schema_b,8
106708663.114472,0,34.23678599298,schema_b,8
106708697.351258,0,47.0279190093279,schema_b,8
106708744.379177,0,29.9067979902029,schema_b,8
106708774.285975,0,43.4430830031633,schema_b,8
106708817.729058,0,29.7130379974842,schema_b,8
106708847.442096,0,44.1732760071754,schema_b,8
106708891.615372,0,28.6629250049591,schema_b,8
106708920.278297,0,46.6862069964409,schema_b,8
106708966.964504,0,26.858442991972,schema_b,8
106708993.822947,0,45.7786850035191,schema_b,8
106709039.601632,0,28.3210529983044,schema_b,8
106709067.922685,0,47.5463670045137,schema_b,8
106709115.469052,0,31.1346070021391,schema_b,8
106709146.603659,0,42.289146989584,schema_b,8
106709188.892806,0,28.4713080078363,schema_b,8
106709217.364114,0,43.7136760056019,schema_b,8
106709261.07779,0,27.6399319916964,schema_b,8
106709288.717722,0,46.0862540006638,schema_b,8
106709334.803976,0,35.0772349983454,schema_b,8
106709369.881211,0,44.1917880028486,schema_b,8
106709414.072999,0,32.6570409983397,schema_b,8
106709446.73004,0,43.4601709991693,schema_b,8
106709490.190211,0,30.6901109963655,schema_b,8
106709520.880322,0,45.1671970039606,schema_b,8
106709566.047519,0,27.9390200078487,schema_b,8
106709593.986539,0,47.1358229964972,schema_b,8
106709641.122362,0,28.9373890012503,schema_b,8
106709670.059751,0,44.9026689976454,schema_b,8
106709714.96242,0,30.5430230051279,schema_b,8
106709745.505443,0,42.8306659907103,schema_b,8
106709788.336109,0,27.1668120026588,schema_b,8
106709815.502921,0,43.6027629971504,schema_b,8
106709859.105684,0,27.8242679983377,schema_b,8
106709886.929952,0,45.5501900017262,schema_b,8
106709932.480142,0,27.4023310095072,schema_b,8
106709959.882473,0,44.2631319910288,schema_b,8
106710004.145605,0,28.6029729992151,schema_b,8
106710032.748578,0,45.1825409978628,schema_b,8
106710077.931119,0,31.2059030085802,schema_b,8
106710109.137022,0,47.1957269906998,schema_b,8
106710156.332749,0,32.072272002697,schema_b,8
106710188.405021,0,44.7823490053415,schema_b,8
106710233.18737,0,30.3857109993696,schema_b,8
106710263.573081,0,43.816554993391,schema_b,8
106710307.389636,0,28.9239329993725,schema_b,8
106710336.313569,0,43.7512760013342,schema_b,8
106710380.064845,0,32.0186720043421,schema_b,8
106710412.083517,0,50.2670100033283,schema_b,8
106710462.350527,0,27.1792600005865,schema_b,8
106710489.529787,0,47.7306549996138,schema_b,8
106710537.260442,0,31.681503996253,schema_b,8
106710568.941946,0,49.6187050044537,schema_b,8
106710618.560651,0,36.5642289966345,schema_b,8
106710655.12488,0,44.3649560064077,schema_b,8
106710699.489836,0,29.9006859958172,schema_b,8
106710729.390522,0,42.6769710034132,schema_b,8
106710772.067493,0,29.139308989048,schema_b,8
106710801.206802,0,42.829819008708,schema_b,8
106710844.036621,0,33.1170889884233,schema_b,8
106710877.15371,0,45.3115330040455,schema_b,8
106710922.465243,0,27.7823320031166,schema_b,8
106710950.247575,0,40.6641210019588,schema_b,8
106710990.911696,0,26.629242002964,schema_b,8
106711017.540938,0,44.7455969899893,schema_b,8
106711062.286535,0,29.2002689987421,schema_b,8
106711091.486804,0,45.653982013464,schema_b,8
106711137.140786,0,31.1029269993305,schema_b,8
106711168.243713,0,41.9374979883432,schema_b,8
106711210.181211,0,30.1767340004444,schema_b,8
106711240.357945,0,45.6577740013599,schema_b,8
106711286.015719,0,29.0237250030041,schema_b,8
106711315.039444,0,43.6821710020304,schema_b,8
106711358.721615,0,31.8633279949427,schema_b,8
106711390.584943,0,45.0196290016174,schema_b,8
106711435.604572,0,31.0107990056276,schema_b,8
106711466.615371,0,3.42771500349045,schema_b,8
106711470.043086,0,3.7202439904213,schema_b,8
106711473.76333,0,37.7693980038166,schema_b,8
106711511.532728,0,35.764643996954,schema_b,8
106711547.297372,0,35.9230110049248,schema_b,8
106711583.220383,0,36.6640689969063,schema_b,8
106711619.884452,0,36.6251730024815,schema_b,8
106711656.509625,0,37.815750002861,schema_b,8
106711694.325375,0,36.7467239946127,schema_b,8
106711731.072099,0,36.0312680006027,schema_b,8
106711767.103367,0,33.3133450001478,schema_b,8
106711800.416712,0,32.9139370024204,schema_b,8
106711833.330649,0,33.7971699982882,schema_b,8
106711867.127819,0,33.2270569950342,schema_b,8
106711900.354876,0,36.9678770005703,schema_b,8
106711937.322753,0,33.6691700071096,schema_b,8
106711970.991923,0,32.8044009953737,schema_b,8
106712003.796324,0,37.6368689984083,schema_b,8
106712041.433193,0,40.7308409959078,schema_b,8
106712082.164034,0,35.6989950090647,schema_b,8
106712117.863029,0,37.17079000175,schema_b,8
106712155.033819,0,39.5225669890642,schema_b,8
106712194.556386,0,37.0046770125628,schema_b,8
106712231.561063,0,41.7628419995308,schema_b,8
106712273.323905,0,36.5923239886761,schema_b,8
106712309.916229,0,37.694198012352,schema_b,8
106712347.610427,0,37.9942299872637,schema_b,8
106712385.604657,0,35.422867000103,schema_b,8
106712421.027524,0,33.4239220023155,schema_b,8
106712454.451446,0,37.1410290002823,schema_b,8
106712491.592475,0,34.776097998023,schema_b,8
106712526.368573,0,39.3326480090618,schema_b,8
106712565.701221,0,34.1603699922562,schema_b,8
106712599.861591,0,33.5951849967241,schema_b,8
106712633.456776,0,34.480451002717,schema_b,8
106712667.937227,0,36.0801800042391,schema_b,8
106712704.017407,0,32.9180970042944,schema_b,8
106712736.935504,0,35.7607389986515,schema_b,8
106712772.696243,0,37.6948380023241,schema_b,8
106712810.391081,0,35.329746991396,schema_b,8
106712845.720828,0,34.9046910107136,schema_b,8
106712880.625519,0,37.2927249968052,schema_b,8
106712917.918244,0,35.0323230028152,schema_b,8
106712952.950567,0,36.2159569859505,schema_b,8
106712989.166524,0,36.5992680042982,schema_b,8
106713025.765792,0,42.0397219955921,schema_b,8
106713067.805514,0,34.2283380031586,schema_b,8
106713102.033852,0,39.0290150046349,schema_b,8
106713141.062867,0,45.4878059923649,schema_b,8
106713186.550673,0,33.8546730130911,schema_b,8
106713220.405346,0,38.5738629996777,schema_b,8
106713258.979209,0,39.9222319871187,schema_b,8
106713298.901441,0,33.7416970133781,schema_b,8
106713332.643138,0,34.8320829868317,schema_b,8
106713367.475221,0,31.7980640083551,schema_b,8
106713399.273285,0,37.6152530014515,schema_b,8
106713436.888538,0,37.1635890007019,schema_b,8
106713474.052127,0,35.239843994379,schema_b,8
106713509.291971,0,35.8801790028811,schema_b,8
106713545.17215,0,38.3331429958344,schema_b,8
106713583.505293,0,34.8999070078135,schema_b,8
106713618.4052,0,37.7109970003366,schema_b,8
106713656.116197,0,36.6211569905281,schema_b,8
106713692.737354,0,39.4510949999094,schema_b,8
106713732.188449,0,35.0857470035553,schema_b,8
106713767.274196,0,32.4543199986219,schema_b,8
106713799.728516,0,33.9350900053978,schema_b,8
106713833.663606,0,58.5807150006294,schema_b,8
106713892.244321,0,65.0994409918785,schema_b,8
106713957.343762,0,60.2348760068417,schema_b,8
106714017.578638,0,63.5631029903889,schema_b,8
106714081.141741,0,33.1411850005388,schema_b,8
106714114.282926,0,32.5139050036669,schema_b,8
106714146.796831,0,48.6761440038681,schema_b,8
106714195.472975,0,34.393265992403,schema_b,8
106714229.866241,0,32.4823210090399,schema_b,8
106714262.348562,0,38.9919430017471,schema_b,8
106714301.340505,0,36.0823079943657,schema_b,8
106714337.422813,0,44.3451960086823,schema_b,8
106714381.768009,0,37.7528219968081,schema_b,8
106714419.520831,0,36.3295079916716,schema_b,8
106714455.850339,0,34.4726100116968,schema_b,8
106714490.322949,0,35.7999239861965,schema_b,8
106714526.122873,0,34.7090110033751,schema_b,8
106714560.831884,0,45.0209719985723,schema_b,8
106714605.852856,0,34.0617630034685,schema_b,8
106714639.914619,0,38.4711579978466,schema_b,8
106714678.385777,0,35.8803080022335,schema_b,8
106714714.266085,0,47.8247829973698,schema_b,8
106714762.090868,0,37.1043410003185,schema_b,8
106714799.195209,0,37.3182460069656,schema_b,8
106714836.513455,0,36.2496040016413,schema_b,8
106714872.763059,0,31.2559029906988,schema_b,8
106714904.018962,0,49.821313008666,schema_b,8
106714953.840275,0,57.5672899931669,schema_b,8
106715011.407565,0,50.545138001442,schema_b,8
106715061.952703,0,54.9183430075645,schema_b,8
106715116.871046,0,49.2082409858704,schema_b,8
106715166.079287,0,51.5237950086594,schema_b,8
106715217.603082,0,51.988051995635,schema_b,8
106715269.591134,0,50.77771499753,schema_b,8
106715320.368849,0,59.5494990050793,schema_b,8
106715379.918348,0,52.3131719976664,schema_b,8
106715432.23152,0,50.3805949985981,schema_b,8
106715482.612115,0,55.6911109983921,schema_b,8
106715538.303226,0,56.5476400107145,schema_b,8
106715594.850866,0,49.6692979931831,schema_b,8
106715644.520164,0,50.780291005969,schema_b,8
106715695.300455,0,54.0655889958143,schema_b,8
106715749.366044,0,54.0159900039434,schema_b,8
106715803.382034,0,49.6574739962816,schema_b,8
106715853.039508,0,46.6499499976635,schema_b,8
106715899.689458,0,46.5889109969139,schema_b,8
106715946.278369,0,2135.50705400109,schema_b,8
106718081.785423,0,85.5290770083666,schema_b,8
106718167.3145,0,18.1246419996023,schema_b,8
106718185.439142,0,20.4206129908562,schema_b,8
106718205.859755,0,5.30373300611973,schema_b,8
106718211.163488,0,4.70477299392223,schema_b,8
106718215.868261,0,4.60117200016975,schema_b,8
106718220.469433,0,41.8902500122786,schema_b,8
106718262.359683,0,4.56755699217319,schema_b,8
106718266.92724,0,5.06314100325108,schema_b,8
106718271.990381,0,4.71886800229549,schema_b,8
106718276.709249,0,26.4879629909992,schema_b,8
106718303.197212,0,5.09645301103592,schema_b,8
106718308.293665,0,5.05795699357986,schema_b,8
106718313.351622,0,5.18581299483776,schema_b,8
106718318.537435,0,5.00157301127911,schema_b,8
106718323.539008,0,16.1104639917612,schema_b,8
106718339.649472,0,9.66493800282478,schema_b,8
106718349.31441,0,25.9529369920492,schema_b,8
106718375.267347,0,5.04502901434898,schema_b,8
106718380.312376,0,5.17957299947739,schema_b,8
106718385.491949,0,10.5365389883518,schema_b,8
106718396.028488,0,5.60384599864483,schema_b,8
106718401.632334,0,24.5149520039558,schema_b,8
106718426.147286,0,5.47942900657654,schema_b,8
106718431.626715,0,5.15330199897289,schema_b,8
106718436.780017,0,33.557409003377,schema_b,8
106718470.337426,0,4.4237479865551,schema_b,8
106718474.761174,0,4.46021300554276,schema_b,8
106718479.221387,0,5.6798290014267,schema_b,8
106718484.901216,0,55.4329839944839,schema_b,8
106718540.3342,0,48.6907680034637,schema_b,8
106718589.024968,0,63.860784009099,schema_b,8
106718652.885752,0,50.0775849968195,schema_b,8
106718702.963337,0,53.4063419997692,schema_b,8
106718756.369679,0,52.9596039950848,schema_b,8
106718809.329283,0,51.9807080030441,schema_b,8
106718861.309991,0,47.2759989947081,schema_b,8
106718908.58599,0,53.2335250079632,schema_b,8
106718961.819515,0,51.3750270009041,schema_b,8
106719013.194542,0,50.9127710014582,schema_b,8
106719064.107313,0,57.8031449913979,schema_b,8
106719121.910458,0,51.8590440005064,schema_b,8
106719173.769502,0,51.6380989998579,schema_b,8
106719225.407601,0,49.8553619980812,schema_b,8
106719275.262963,0,58.7528420090675,schema_b,8
106719334.015805,0,65.4773129969835,schema_b,8
106719399.493118,0,53.9117819964886,schema_b,8
106719453.4049,0,53.0954769998789,schema_b,8
106719506.500377,0,52.7571720033884,schema_b,8
106719559.257549,0,51.1073630005121,schema_b,8
106719610.364912,0,50.1223219931126,schema_b,8
106719660.487234,0,56.6401360034943,schema_b,8
106719717.12737,0,10.3881379961967,schema_b,8
106719727.515508,0,5.09830901026726,schema_b,8
106719732.613817,0,36.8457009941339,schema_b,8
106719769.459518,0,67.439539000392,schema_b,8
106719836.899057,0,36.8301649987698,schema_b,8
106719873.729222,0,58.9244740009308,schema_b,8
106719932.653696,0,36.6804369986057,schema_b,8
106719969.334133,0,54.341958001256,schema_b,8
106720023.676091,0,41.1641689985991,schema_b,8
106720064.84026,0,61.3653730005026,schema_b,8
106720126.205633,0,40.1214479953051,schema_b,8
106720166.327081,0,59.355643004179,schema_b,8
106720225.682724,0,40.8011920005083,schema_b,8
106720266.483916,0,63.3319350033998,schema_b,8
106720329.815851,0,39.4947749972343,schema_b,8
106720369.310626,0,59.3543789982796,schema_b,8
106720428.665005,0,40.1697359979153,schema_b,8
106720468.834741,0,67.1116670072079,schema_b,8
106720535.946408,0,41.1488730013371,schema_b,8
106720577.095281,0,61.6162529885769,schema_b,8
106720638.711534,0,41.885194003582,schema_b,8
106720680.596728,0,60.3800280094147,schema_b,8
106720740.976756,0,42.6159139871597,schema_b,8
106720783.59267,0,60.0517400056124,schema_b,8
106720843.64441,0,41.7656729966402,schema_b,8
106720885.410083,0,55.4339750111103,schema_b,8
106720940.844058,0,39.8417519927025,schema_b,8
106720980.68581,0,60.8700280040503,schema_b,8
106721041.555838,0,44.8855969905853,schema_b,8
106721086.441435,0,61.1588129997253,schema_b,8
106721147.600248,0,39.4353990107775,schema_b,8
106721187.035647,0,67.8136669993401,schema_b,8
106721254.849314,0,44.0593559890985,schema_b,8
106721298.90867,0,57.8784890025854,schema_b,8
106721356.787159,0,43.9961239993572,schema_b,8
106721400.783283,0,68.4922759979963,schema_b,8
106721469.275559,0,37.5166130065918,schema_b,8
106721506.792172,0,62.3874379992485,schema_b,8
106721569.17961,0,39.556311994791,schema_b,8
106721608.735922,0,64.1144630014896,schema_b,8
106721672.850385,0,37.0477810055017,schema_b,8
106721709.898166,0,61.5155330002308,schema_b,8
106721771.413699,0,44.1459800004959,schema_b,8
106721815.559679,0,59.9314839988947,schema_b,8
106721875.491163,0,47.5007990002632,schema_b,8
106721922.991962,0,58.2168899923563,schema_b,8
106721981.208852,0,35.9520510137081,schema_b,8
106722017.160903,0,58.0964579880238,schema_b,8
106722075.257361,0,24.6949200034142,schema_b,8
106722099.952281,0,5.53779800236225,schema_b,8
106722105.490079,0,5.05122099816799,schema_b,8
106722110.5413,0,4.27045200765133,schema_b,8
106722114.811752,0,65.3574409931898,schema_b,8
106722180.169193,0,27.1646990031004,schema_b,8
106722207.333892,0,9.1064729988575,schema_b,8
106722216.440365,0,58.4077859967947,schema_b,8
106722274.848151,0,15.0980309993029,schema_b,8
106722289.946182,0,4.60365299880505,schema_b,8
106722294.549835,0,5.81069301068783,schema_b,8
106722300.360528,0,4.82787699997425,schema_b,8
106722305.188405,0,72.7439759969711,schema_b,8
106722377.932381,0,28.9099009931087,schema_b,8
106722406.842282,0,22.5496550053358,schema_b,8
106722429.391937,0,74.8882499933243,schema_b,8
106722504.280187,0,19.7963560074568,schema_b,8
106722524.076543,0,8.92704799771309,schema_b,8
106722533.003591,0,82.4248979985714,schema_b,8
106722615.428489,0,20.6895889937878,schema_b,8
106722636.118078,0,9.99436201155186,schema_b,8
106722646.11244,0,72.483015999198,schema_b,8
106722718.595456,0,21.1907410025597,schema_b,8
106722739.786197,0,15.7212149947882,schema_b,8
106722755.507412,0,71.9052079916,schema_b,8
106722827.41262,0,18.7002100050449,schema_b,8
106722846.11283,0,8.39520899951458,schema_b,8
106722854.508039,0,73.5548570007086,schema_b,8
106722928.062896,0,19.2442589998245,schema_b,8
106722947.307155,0,9.01034499704838,schema_b,8
