model_id,sm_ai_partition,num_hidden_layers,hidden_size,num_attention_heads,ffn_dim,layer_index,layer_weight_bytes,total_weight_bytes_fp16,vram_ceiling_bytes
facebook/opt-350m,100,24,1024,16,4096,11,25192448,662392832,15170115993
