model_id,chunk_tokens,sm_ai_partition,max_input_tokens,prefill_max_gemm_us,prefill_workspace_bytes,prefill_parked_activation_bytes,telemetry_tier,telemetry_provider,telemetry_status,nvml_available,gpu_util,gpu_mem_used_mb,sm_clock_mhz,mem_clock_mhz,power_w,pt_step_ms,pt_mem_alloc_mb,pt_mem_reserved_mb,pt_workspace_mb,acu_pct,gbu_pct,smu_pct,microscopic_telemetry_status,microscopic_error
facebook/opt-350m,64,8,1024,120.83200365304948,524288,524288,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,59.85,0.1208320036530494,34.642578125,34.642578125,0.5,71.1,70.0,62.1,estimated,
facebook/opt-350m,64,16,1024,110.59200018644331,524288,524288,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,59.88,0.1105920001864433,34.642578125,34.642578125,0.5,77.40000000000002,63.84000000000002,69.0,estimated,
facebook/opt-350m,64,24,1024,3002.3679733276367,524288,524288,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.67999999999999,3.0023679733276367,34.642578125,34.642578125,0.5,83.69999999999999,57.680000000000014,75.90000000000002,estimated,
facebook/opt-350m,64,32,1024,171.07200622558594,524288,524288,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.59,0.1710720062255859,34.642578125,34.642578125,0.5,90.0,51.52000000000001,82.80000000000001,estimated,
facebook/opt-350m,128,8,1024,147.45600521564484,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.59,0.1474560052156448,36.142578125,36.142578125,1.0,75.05000000000001,66.25000000000001,64.80000000000001,estimated,
facebook/opt-350m,128,16,1024,84.99199897050858,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.72999999999999,0.224480003118515,36.142578125,36.142578125,1.0,81.69999999999997,60.42000000000001,72.0,estimated,
facebook/opt-350m,128,24,1024,3103.7440299987798,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.55,3.1037440299987797,36.142578125,36.142578125,1.0,88.34999999999998,54.589999999999996,79.19999999999997,estimated,
facebook/opt-350m,128,32,1024,77.82399654388428,1048576,1048576,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,61.11,0.07782399654388421,36.142578125,36.142578125,1.0,95.0,48.760000000000005,86.4,estimated,
facebook/opt-350m,256,8,1024,2983.871936798096,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,8001.0,61.67999999999999,2.983871936798096,39.142578125,39.142578125,2.0,79.0,62.5,67.5,estimated,
facebook/opt-350m,256,16,1024,6098.944187164307,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,61.23999999999999,6.098944187164307,39.142578125,39.142578125,2.0,86.0,57.00000000000001,75.0,estimated,
facebook/opt-350m,256,24,1024,2924.448013305664,2097152,2097152,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,8001.0,61.42000000000001,2.924448013305664,39.142578125,39.142578125,2.0,93.0,51.5,82.5,estimated,
