model_id,chunk_tokens,sequence_length,num_hidden_layers,hidden_size,num_attention_heads,ffn_dim,layer_index,layer_weight_bytes,total_weight_bytes_fp16,total_memory_bytes,vram_ceiling_bytes,kv_bytes_per_token_all_layers,sm_ai_partitions_profiled,pcie_exposed_us,pcie_transfer_only_us,pcie_overlap_total_us,pcie_dummy_compute_us,pcie_effective_gbps,pcie_overlap_status,prefill_max_gemm_us_sm8,prefill_max_gemm_us_sm16,prefill_max_gemm_us_sm24,prefill_max_gemm_us_sm32,prefill_workspace_bytes_sm8,prefill_workspace_bytes_sm16,prefill_workspace_bytes_sm24,prefill_workspace_bytes_sm32,prefill_parked_activation_bytes_sm8,prefill_parked_activation_bytes_sm16,prefill_parked_activation_bytes_sm24,prefill_parked_activation_bytes_sm32,decode_max_gemv_us_vram_sm8,decode_max_gemv_us_vram_sm16,decode_max_gemv_us_vram_sm24,decode_max_gemv_us_vram_sm32,decode_max_gemv_us_pcie_async_sm8,decode_max_gemv_us_pcie_async_sm16,decode_max_gemv_us_pcie_async_sm24,decode_max_gemv_us_pcie_async_sm32,attention_fetch_compute_us_vram_sm8,attention_fetch_compute_us_vram_sm16,attention_fetch_compute_us_vram_sm24,attention_fetch_compute_us_vram_sm32,attention_fetch_compute_us_pcie_async_sm8,attention_fetch_compute_us_pcie_async_sm16,attention_fetch_compute_us_pcie_async_sm24,attention_fetch_compute_us_pcie_async_sm32,reduction_overhead_us_vram_sm8,reduction_overhead_us_vram_sm16,reduction_overhead_us_vram_sm24,reduction_overhead_us_vram_sm32,reduction_overhead_us_pcie_async_sm8,reduction_overhead_us_pcie_async_sm16,reduction_overhead_us_pcie_async_sm24,reduction_overhead_us_pcie_async_sm32,decode_workspace_bytes_vram_sm8,decode_workspace_bytes_vram_sm16,decode_workspace_bytes_vram_sm24,decode_workspace_bytes_vram_sm32,decode_workspace_bytes_pcie_async_sm8,decode_workspace_bytes_pcie_async_sm16,decode_workspace_bytes_pcie_async_sm24,decode_workspace_bytes_pcie_async_sm32,decode_parked_activation_bytes_vram_sm8,decode_parked_activation_bytes_vram_sm16,decode_parked_activation_bytes_vram_sm24,decode_parked_activation_bytes_vram_sm32,decode_parked_activation_bytes_pcie_async_sm8,decode_parked_activation_bytes_pcie_async_sm16,decode_parked_activation_bytes_pcie_async_sm24,decode_parked_activation_bytes_pcie_async_sm32,prefill_telemetry_tier,prefill_telemetry_provider,prefill_telemetry_status,prefill_nvml_available,prefill_gpu_util,prefill_gpu_mem_used_mb,prefill_sm_clock_mhz,prefill_mem_clock_mhz,prefill_power_w,prefill_pt_step_ms,prefill_pt_mem_alloc_mb,prefill_pt_mem_reserved_mb,prefill_pt_workspace_mb,prefill_acu_pct,prefill_gbu_pct,prefill_smu_pct,prefill_microscopic_telemetry_status,prefill_microscopic_error,decode_vram_telemetry_tier,decode_vram_telemetry_provider,decode_vram_telemetry_status,decode_vram_nvml_available,decode_vram_gpu_util,decode_vram_gpu_mem_used_mb,decode_vram_sm_clock_mhz,decode_vram_mem_clock_mhz,decode_vram_power_w,decode_vram_pt_step_ms,decode_vram_pt_mem_alloc_mb,decode_vram_pt_mem_reserved_mb,decode_vram_pt_workspace_mb,decode_vram_acu_pct,decode_vram_gbu_pct,decode_vram_smu_pct,decode_vram_microscopic_telemetry_status,decode_vram_microscopic_error,decode_pcie_async_telemetry_tier,decode_pcie_async_telemetry_provider,decode_pcie_async_telemetry_status,decode_pcie_async_nvml_available,decode_pcie_async_gpu_util,decode_pcie_async_gpu_mem_used_mb,decode_pcie_async_sm_clock_mhz,decode_pcie_async_mem_clock_mhz,decode_pcie_async_power_w,decode_pcie_async_pt_step_ms,decode_pcie_async_pt_mem_alloc_mb,decode_pcie_async_pt_mem_reserved_mb,decode_pcie_async_pt_workspace_mb,decode_pcie_async_acu_pct,decode_pcie_async_gbu_pct,decode_pcie_async_smu_pct,decode_pcie_async_microscopic_telemetry_status,decode_pcie_async_microscopic_error,pcie_telemetry_tier,pcie_telemetry_provider,pcie_telemetry_status,pcie_nvml_available,pcie_gpu_util,pcie_gpu_mem_used_mb,pcie_sm_clock_mhz,pcie_mem_clock_mhz,pcie_power_w,pcie_pt_step_ms,pcie_pt_mem_alloc_mb,pcie_pt_mem_reserved_mb,pcie_pt_workspace_mb,pcie_acu_pct,pcie_gbu_pct,pcie_smu_pct,pcie_microscopic_telemetry_status,pcie_microscopic_error
facebook/opt-350m,64,1024,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,323.9447772502899,998.4511911869048,65349.82581138611,65025.88103413582,0.2625506407462716,measured,120.83200365304948,110.59200018644331,3002.3679733276367,171.07200622558594,524288,524288,524288,524288,524288,524288,524288,524288,268.3520019054413,166.04800522327423,198.65599274635315,3105.695962905884,1564.7679567337036,174.0799993276596,143.0719941854477,175.10400712490082,136.56960129737854,163.1999969482422,141.46559834480286,134.82879996299744,137.36959993839264,133.10079872608185,131.30240142345428,164.48000073432922,21.824000030756,23.769599944353104,21.536000072956085,21.92639969289303,26.59199945628643,24.35839995741844,22.547199949622154,26.534400135278705,67584,67584,67584,67584,67584,67584,67584,67584,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.25,0.8512159958481789,34.642578125,34.642578125,0.5,80.55,60.760000000000005,72.45,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,61.6425,0.9389999881386757,36.21875,36.21875,0.064453125,66.975,67.1125,66.74,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,3.5,67.0,1695.0,7901.0,62.0875,0.518647987395525,36.21875,36.21875,0.064453125,65.14750000000001,71.775,63.839999999999996,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,61.85,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,64,2048,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,323.9447772502899,998.4511911869048,65349.82581138611,65025.88103413582,0.2625506407462716,measured,120.83200365304948,110.59200018644331,3002.3679733276367,171.07200622558594,524288,524288,524288,524288,524288,524288,524288,524288,139.52000439167023,153.85599434375763,178.27199399471283,300.0319898128509,132.09599256515503,143.36000382900238,3203.0720710754395,3800.064086914064,133.10079872608185,142.918398976326,167.59039759635925,133.36319625377655,130.61760067939758,167.1103984117508,136.11519634723663,817.8239852190018,21.11999951303005,20.12159936130047,21.958399936556816,20.78079953789711,22.041599825024605,23.110399767756466,22.969599813222885,20.902399718761444,133120,133120,133120,133120,133120,133120,133120,133120,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.25,0.8512159958481789,34.642578125,34.642578125,0.5,80.55,60.760000000000005,72.45,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,62.4275,0.22659999132156367,40.28125,40.28125,0.126953125,68.38499999999999,71.04583333333333,69.10666666666667,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,62.5125,1.8345200382173066,40.28125,40.28125,0.126953125,63.88250000000001,77.82500000000002,65.17,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,61.85,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,64,4096,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,323.9447772502899,998.4511911869048,65349.82581138611,65025.88103413582,0.2625506407462716,measured,120.83200365304948,110.59200018644331,3002.3679733276367,171.07200622558594,524288,524288,524288,524288,524288,524288,524288,524288,179.45599555969238,140.57600498199463,235.52000522613525,222.17600047588348,140.4159963130951,228.09599339962008,160.76800227165222,3307.5199127197266,136.99199855327606,152.14079916477203,131.7375972867012,150.54720044136047,133.90720188617706,149.9968022108078,132.71679878234863,137.59360015392303,21.145600080490112,20.748799666762352,20.345600321888924,517.779191955924,20.72319947183132,21.31200022995472,23.43039996922016,20.902399718761444,264192,264192,264192,264192,264192,264192,264192,264192,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.25,0.8512159958481789,34.642578125,34.642578125,0.5,80.55,60.760000000000005,72.45,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.0,67.0,1695.0,7701.0,61.69,0.7747199907898903,48.40625,48.40625,0.251953125,69.795,74.97916666666667,71.47333333333333,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,62.525000000000006,0.9594079777598381,48.40625,48.40625,0.251953125,62.61750000000001,83.875,66.5,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,61.85,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,64,8192,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,323.9447772502899,998.4511911869048,65349.82581138611,65025.88103413582,0.2625506407462716,measured,120.83200365304948,110.59200018644331,3002.3679733276367,171.07200622558594,524288,524288,524288,524288,524288,524288,524288,524288,3837.023973464966,148.67199957370758,122.8799968957901,279.7119915485382,134.11200046539307,3413.856029510498,497.6640045642853,270.08000016212463,134.77759659290314,136.75519824028015,133.52319598197937,173.46559762954712,133.3184003829956,137.35679984092712,257.24799931049347,141.3120001554489,768.71682330966,21.09439969062805,21.196799352765083,21.081599593162537,20.71039974689484,21.459199488162994,21.30559980869293,20.07680013775825,526336,526336,526336,526336,526336,526336,526336,526336,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.25,0.8512159958481789,34.642578125,34.642578125,0.5,80.55,60.760000000000005,72.45,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,62.2825,1.1014239899814129,64.65625,64.65625,0.501953125,71.205,78.9125,73.84,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,1.25,67.0,1695.0,7601.0,62.5275,1.141400009393692,64.65625,64.65625,0.501953125,61.352500000000006,89.92500000000001,67.83,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,61.85,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,128,1024,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,382.583540678017,538.5023891925812,39422.21343517304,39039.62989449502,0.97360385120316,measured,147.45600521564484,84.99199897050858,3103.74402999878,77.82399654388428,1048576,1048576,1048576,1048576,1048576,1048576,1048576,1048576,162.81600296497345,281.5999984741211,3394.560098648072,173.8560050725937,1514.4959688186646,249.85599517822263,227.2640019655228,3153.9199352264404,154.82880175113678,143.11040043830872,1624.1023749113083,167.35360324382782,138.03519904613495,141.88799858093262,869.9840188026428,138.0352020263672,25.84960013628006,23.14240001142025,32.30720013380051,25.388800352811813,22.496000304818157,25.145599991083145,33.38879980146885,21.267199888825417,67584,67584,67584,67584,67584,67584,67584,67584,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.745000000000005,0.8883760087192061,36.142578125,36.142578125,1.0,85.02499999999999,57.50500000000001,75.6,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,62.2625,1.1711839623749256,36.21875,36.21875,0.064453125,67.3275,66.74374999999999,66.74000000000001,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.25,67.0,1695.0,7601.0,62.185,2.0226559937000275,36.21875,36.21875,0.064453125,65.14750000000001,71.36250000000001,63.839999999999996,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,36.76,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,128,2048,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,382.583540678017,538.5023891925812,39422.21343517304,39039.62989449502,0.97360385120316,measured,147.45600521564484,84.99199897050858,3103.74402999878,77.82399654388428,1048576,1048576,1048576,1048576,1048576,1048576,1048576,1048576,217.0879989862442,6093.760013580322,1553.4080266952517,245.85600197315216,147.45600521564484,176.28799378871918,210.9439969062805,180.2240014076233,170.3680008649826,149.6832013130188,165.3056025505066,189.69599902629847,281.3760042190552,196.4224010705948,134.97599959373474,142.13759899139404,25.90080052614212,22.912000119686127,22.73919992148876,24.60159994661808,23.57119992375374,25.785600394010544,21.9200000166893,24.134399741888046,133120,133120,133120,133120,133120,133120,133120,133120,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.745000000000005,0.8883760087192061,36.142578125,36.142578125,1.0,85.02499999999999,57.50500000000001,75.6,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,1.75,67.0,1695.0,7701.0,62.4925,2.045416008681059,40.28125,40.28125,0.126953125,68.9725,71.16874999999999,69.34333333333335,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.25,67.0,1695.0,7601.0,62.46750000000001,0.32681600004434586,40.28125,40.28125,0.126953125,63.88250000000001,78.23750000000001,65.39166666666667,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,36.76,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,128,4096,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,382.583540678017,538.5023891925812,39422.21343517304,39039.62989449502,0.97360385120316,measured,147.45600521564484,84.99199897050858,3103.74402999878,77.82399654388428,1048576,1048576,1048576,1048576,1048576,1048576,1048576,1048576,215.03999829292297,163.7759953737259,131.8719983100891,131.04000687599182,3139.5840644836426,125.95200538635254,149.27999675273895,261.1199915409088,143.18720400333405,138.8096034526825,133.51040184497833,135.2128028869629,237.3311996459961,132.5504034757614,136.63360178470612,142.86719858646393,21.881600096821785,21.158400177955627,21.51679992675781,21.10079973936081,23.77600036561489,20.5183994024992,22.13120013475418,21.21599949896336,264192,264192,264192,264192,264192,264192,264192,264192,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.745000000000005,0.8883760087192061,36.142578125,36.142578125,1.0,85.02499999999999,57.50500000000001,75.6,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,62.402499999999996,0.16891200095415113,48.40625,48.40625,0.251953125,70.6175,75.59374999999999,71.94666666666667,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,2.0,67.0,1695.0,7601.0,62.465,0.9225680120289326,48.40625,48.40625,0.251953125,62.61750000000001,85.11250000000001,66.94333333333333,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,36.76,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,128,8192,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,382.583540678017,538.5023891925812,39422.21343517304,39039.62989449502,0.97360385120316,measured,147.45600521564484,84.99199897050858,3103.74402999878,77.82399654388428,1048576,1048576,1048576,1048576,1048576,1048576,1048576,1048576,145.4080045223236,192.51200556755063,172.992005944252,161.79199516773224,3237.888097763061,3125.2479553222656,126.17599964141846,155.58399260044098,135.92319786548617,183.8400036096573,147.45599925518036,140.23680090904236,1068.985590338707,139.19360041618347,133.69600176811218,191.28959774971008,22.32319973409176,26.43200047314167,20.550399646162987,21.535999700427052,21.887999773025516,21.89439982175827,20.88959962129593,23.347200080752373,526336,526336,526336,526336,526336,526336,526336,526336,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,60.745000000000005,0.8883760087192061,36.142578125,36.142578125,1.0,85.02499999999999,57.50500000000001,75.6,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7701.0,62.307500000000005,0.1902080029249191,64.65625,64.65625,0.501953125,72.2625,80.01875,74.55000000000001,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7601.0,62.4,1.7157040163874624,64.65625,64.65625,0.501953125,61.352500000000006,91.98750000000001,68.495,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,0.0,67.0,1695.0,7601.0,36.76,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,256,1024,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,359.7928285598755,1884.2752158641813,40209.57353115082,39849.78070259094,0.5564877100604932,measured,2983.871936798096,6098.944187164307,2924.448013305664,6085.631847381592,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,197.4720060825348,3381.2479972839355,368.5440123081207,141.31200313568115,3426.3041019439697,349.1840064525604,3121.151924133301,167.93599724769592,136.8064045906067,141.7472004890442,198.84159862995148,835.3408008813858,135.37279963493347,136.0448032617569,143.93600225448608,174.34880137443542,25.043199956417084,23.57120029628277,35.66720001399517,21.875200048089027,22.74559997022152,21.004799753427505,23.96160028874874,25.58079995214939,67584,67584,67584,67584,67584,67584,67584,67584,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7801.0,61.322500000000005,4.5250160694122314,39.142578125,39.142578125,2.0,89.5,54.25,78.75,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7701.0,62.7575,1.8966480046510696,36.21875,36.21875,0.064453125,67.67999999999999,66.375,66.74,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7701.0,62.647499999999994,1.7707600072026253,36.21875,36.21875,0.064453125,65.14750000000001,70.95,63.839999999999996,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,3.0,67.0,1695.0,7601.0,47.91,,,,,65.0,65.0,65.0,estimated,
facebook/opt-350m,256,2048,24,1024,16,4096,11,25192448,662392832,25283526655,15170115993,98304,8|16|24|32,359.7928285598755,1884.2752158641813,40209.57353115082,39849.78070259094,0.5564877100604932,measured,2983.871936798096,6098.944187164307,2924.448013305664,6085.631847381592,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,147.45600521564484,421.887993812561,154.40000593662262,3366.175889968872,3164.0961170196533,145.24799585342407,3421.43988609314,3855.583906173706,141.2544012069702,165.1583969593048,140.4992014169693,137.2224003076553,137.8240019083023,135.33439934253693,131.32160007953644,198.82880449295044,22.52800017595291,21.68319970369339,21.356799826025963,23.94239977002144,21.331199631094933,22.521599754691124,21.407999843358997,21.65760025382042,133120,133120,133120,133120,133120,133120,133120,133120,2048,2048,2048,2048,2048,2048,2048,2048,baseline_nvml_pt,nvidia-smi,ok,True,0.0,67.0,1695.0,7801.0,61.322500000000005,4.5250160694122314,39.142578125,39.142578125,2.0,89.5,54.25,78.75,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,0.75,67.0,1695.0,7701.0,62.585,1.0291359722614288,40.28125,40.28125,0.126953125,69.56,71.29166666666666,69.58000000000001,estimated,,baseline_nvml_pt,nvidia-smi,ok,True,1.75,67.0,1695.0,7701.0,62.6325,2.6479119770228863,40.28125,40.28125,0.126953125,63.88250000000001,78.65,65.61333333333333,estimated,,baseline_nvml_pt,nvidia-smi,partial,True,3.0,67.0,1695.0,7601.0,47.91,,,,,65.0,65.0,65.0,estimated,
