model_id,chunk_tokens,sequence_length,phase,mode,family,chunk_index,token_index,layer_index,atom_index,trace_interval_index,start_time_ms,end_time_ms,duration_ms
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,2,3,0,106695265.28163098,106695265.43011098,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,2,4,0,106695265.43011098,106695265.57859097,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,2,5,0,106695265.57859097,106695265.72707097,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,3,0,0,106695265.72707097,106695265.87555097,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,3,1,0,106695265.87555097,106695266.02403097,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,3,2,0,106695266.02403097,106695266.17251097,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,3,3,0,106695266.17251097,106695266.32099096,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,3,4,0,106695266.32099096,106695266.46947096,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,3,5,0,106695266.46947096,106695266.61795096,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,4,0,0,106695266.61795096,106695266.76643096,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,4,1,0,106695266.76643096,106695266.91491096,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,4,2,0,106695266.91491096,106695267.06339096,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,4,3,0,106695267.06339096,106695267.21187095,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,4,4,0,106695267.21187095,106695267.36035095,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,4,5,0,106695267.36035095,106695267.50883095,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,5,0,0,106695267.50883095,106695267.65731095,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,5,1,0,106695267.65731095,106695267.80579095,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,5,2,0,106695267.80579095,106695267.95427094,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,5,3,0,106695267.95427094,106695268.10275094,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,5,4,0,106695268.10275094,106695268.25123094,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,0.0,,5,5,0,106695268.25123094,106695268.39971094,0.14847999811172485
