model_id,chunk_tokens,sequence_length,phase,mode,family,chunk_index,token_index,layer_index,atom_index,trace_interval_index,start_time_ms,end_time_ms,duration_ms
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,4,2,11,106695353.36055197,106695353.50903197,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,4,3,11,106695353.50903197,106695353.65751196,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,4,4,11,106695353.65751196,106695353.80599196,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,4,5,11,106695353.80599196,106695353.95447196,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,5,0,11,106695353.95447196,106695354.10295196,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,5,1,11,106695354.10295196,106695354.25143196,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,5,2,11,106695354.25143196,106695354.39991195,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,5,3,12,106695354.498539,106695354.647019,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,5,4,12,106695354.647019,106695354.795499,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,5,5,12,106695354.795499,106695354.943979,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,6,0,12,106695354.943979,106695355.092459,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,6,1,12,106695355.092459,106695355.24093899,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,6,2,12,106695355.24093899,106695355.38941899,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,6,3,12,106695355.38941899,106695355.53789899,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,6,4,12,106695355.53789899,106695355.68637899,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,6,5,12,106695355.68637899,106695355.83485898,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,7,0,12,106695355.83485898,106695355.98333898,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,7,1,12,106695355.98333898,106695356.13181898,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,7,2,12,106695356.13181898,106695356.28029898,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,7,3,12,106695356.28029898,106695356.42877898,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,7,4,12,106695356.42877898,106695356.57725897,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,7,5,12,106695356.57725897,106695356.72573897,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,8,0,12,106695356.72573897,106695356.87421897,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,8,1,12,106695356.87421897,106695357.02269897,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,8,2,12,106695357.02269897,106695357.17117897,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,8,3,12,106695357.17117897,106695357.31965896,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,8,4,12,106695357.31965896,106695357.46813896,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,8,5,12,106695357.46813896,106695357.61661896,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,9,0,12,106695357.61661896,106695357.76509896,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,9,1,12,106695357.76509896,106695357.91357896,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,9,2,12,106695357.91357896,106695358.06205896,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,9,3,12,106695358.06205896,106695358.21053895,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,9,4,12,106695358.21053895,106695358.35901895,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,9,5,12,106695358.35901895,106695358.50749895,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,10,0,12,106695358.50749895,106695358.65597895,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,10,1,12,106695358.65597895,106695358.80445895,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,10,2,12,106695358.80445895,106695358.95293894,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,10,3,12,106695358.95293894,106695359.10141894,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,10,4,12,106695359.10141894,106695359.24989894,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,10,5,12,106695359.24989894,106695359.39837894,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,11,0,12,106695359.39837894,106695359.54685894,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,11,1,12,106695359.54685894,106695359.69533893,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,11,2,12,106695359.69533893,106695359.84381893,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,11,3,12,106695359.84381893,106695359.99229893,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,11,4,12,106695359.99229893,106695360.14077893,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,8.0,,11,5,12,106695360.14077893,106695360.28925893,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,0,0,12,106695360.28925893,106695360.43773893,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,0,1,12,106695360.43773893,106695360.58621892,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,0,2,12,106695360.58621892,106695360.73469892,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,0,3,12,106695360.73469892,106695360.88317892,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,0,4,12,106695360.88317892,106695361.03165892,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,0,5,12,106695361.03165892,106695361.18013892,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,1,0,12,106695361.18013892,106695361.32861891,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,1,1,12,106695361.32861891,106695361.47709891,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,1,2,12,106695361.47709891,106695361.62557891,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,1,3,12,106695361.62557891,106695361.77405891,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,1,4,12,106695361.77405891,106695361.9225389,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,1,5,12,106695361.9225389,106695362.0710189,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,2,0,12,106695362.0710189,106695362.2194989,0.14847999811172485
facebook/opt-125m,64,1024,prefill,prefill,prefill_gemm,9.0,,2,1,12,106695362.2194989,106695362.3679789,0.14847999811172485
