model_id,chunk_tokens,sequence_length,weight_bytes,vram_ceiling_bytes,prefill_max_gemm_us,prefill_workspace_bytes,prefill_parked_activation_bytes,decode_max_gemv_us,attention_fetch_compute_us,reduction_overhead_us,pcie_exposed_us,survival_vram_bytes,decode_runway_bytes,decode_runway_tokens,ttft_ms,tpot_ms_vram,tpot_ms_pcie_async,trace_sha256,status
facebook/opt-125m,64,1024,250478592,15170115993,148.47999811172485,393216,393216,112.76800185441972,1947.648000717163,760.6655955314636,331.98128342628115,14918850969,14917231513,404655,686.8775557875633,41.99252046644688,104.75184042751789,dfd15436012d53c39763689b0997a2491665034328d6e36a5856c6570bae3606,success
