point_id,model_id,public_status,failure_kind,failure_cause,timed_out,exit_code,raw_output_path,raw_row_count,stdout_log_path,stderr_log_path,block_size
pcie-facebook-opt-6-7b-block-64,facebook/opt-6.7b,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/raw/points/pcie/pcie-facebook-opt-6-7b-block-64.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/logs/pcie-facebook-opt-6-7b-block-64.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/logs/pcie-facebook-opt-6-7b-block-64.stderr.log,64
pcie-facebook-opt-6-7b-block-128,facebook/opt-6.7b,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/raw/points/pcie/pcie-facebook-opt-6-7b-block-128.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/logs/pcie-facebook-opt-6-7b-block-128.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/logs/pcie-facebook-opt-6-7b-block-128.stderr.log,128
pcie-facebook-opt-6-7b-block-256,facebook/opt-6.7b,success,,,False,0,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/raw/points/pcie/pcie-facebook-opt-6-7b-block-256.csv,5,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/logs/pcie-facebook-opt-6-7b-block-256.stdout.log,/mnt/data/dheeraj/dicertation/inference-profile/runs/revised-full-20260414-g6-opt67b-c64-256/logs/pcie-facebook-opt-6-7b-block-256.stderr.log,256
