model_id,block_size,kv_block_bytes,transfer_only_us,overlap_total_us,dummy_compute_us,exposed_transfer_us,effective_gbps,overlap_status,telemetry_tier,telemetry_provider,telemetry_status,nvml_available,gpu_util,gpu_mem_used_mb,sm_clock_mhz,mem_clock_mhz,power_w,pt_step_ms,pt_mem_alloc_mb,pt_mem_reserved_mb,pt_workspace_mb,acu_pct,gbu_pct,smu_pct,microscopic_telemetry_status,microscopic_error
facebook/opt-125m,64,196608,314.58559930324554,35475.12364387512,35175.270891189575,299.8527526855469,0.6249745711038707,measured,baseline_nvml_pt,nvidia-smi,partial,True,0.0,7.0,1695.0,7601.0,67.02,,,,,,,,unavailable,
facebook/opt-125m,128,393216,392.8960055112839,42951.25777721405,41288.601863384254,1662.6559138297962,1.0008144508578032,measured,baseline_nvml_pt,nvidia-smi,partial,True,0.0,7.0,1695.0,7601.0,66.31,,,,,,,,unavailable,
facebook/opt-125m,256,786432,588.7999981641769,34029.53448295593,33028.698951005936,1000.835531949997,1.3356521780774815,measured,baseline_nvml_pt,nvidia-smi,partial,True,4.0,7.0,1695.0,7601.0,66.8,,,,,,,,unavailable,
facebook/opt-125m,512,1572864,412.4223977327347,32290.55277109146,31999.872827529907,290.67994356155396,3.8137210991612425,measured,baseline_nvml_pt,nvidia-smi,partial,True,0.0,7.0,1695.0,7601.0,51.84000000000001,,,,,,,,unavailable,
facebook/opt-125m,1024,3145728,372.3839998245239,33386.04871034622,33081.803756952286,304.24495339393616,8.447538029244921,measured,baseline_nvml_pt,nvidia-smi,partial,True,0.0,7.0,1695.0,7601.0,66.62,,,,,,,,unavailable,
